,cvTerm,dataRating,deviceCategoryCode,deviceCode,deviceId,deviceLink,deviceName,hasDeviceData
54,{'device': []},"[{'dateFrom': '2017-06-19T00:29:07.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",ADAPTER,ADVANTECHADAM6217IAA9255827,24159,http://data.oceannetworks.ca/DeviceListing?DeviceId=24159,Advantech ADAM-6217 Ethernet Module (S/N IAA9255827),True
55,{'device': []},"[{'dateFrom': '2016-09-28T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",ADAPTER,ADVANTECHADAM6217IAA9524053,23964,http://data.oceannetworks.ca/DeviceListing?DeviceId=23964,Advantech ADAM-6217 Ethernet Module (S/N  IAA9524053),True
56,{'device': []},"[{'dateFrom': '2018-10-18T16:46:38.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",ADAPTER,ADVANTECHADAM6217IAAA109649,24292,http://data.oceannetworks.ca/DeviceListing?DeviceId=24292,Advantech ADAM-6217 Ethernet Module (S/N IAAA109649),True
57,{'device': []},"[{'dateFrom': '2018-10-18T16:21:22.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",ADAPTER,ADVANTECHADAM6217IAAA109652,24293,http://data.oceannetworks.ca/DeviceListing?DeviceId=24293,Advantech ADAM-6217 Ethernet Module (S/N IAAA109652),True
58,{'device': []},"[{'dateFrom': '2018-10-18T16:21:50.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",ADAPTER,ADVANTECHADAM6217IAAA287887,26619,http://data.oceannetworks.ca/DeviceListing?DeviceId=26619,Advantech ADAM-6217 Ethernet Module (S/N IAAA287887),True
59,{'device': []},[],CAMLIGHTS,AGOLEDLIGHTARR02,23905,http://data.oceannetworks.ca/DeviceListing?DeviceId=23905,AGO LED Light Array 02,True
60,{'device': []},"[{'dateFrom': '2020-04-02T16:37:58.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CAMLIGHTS,AGOLIGHTS225,23661,http://data.oceannetworks.ca/DeviceListing?DeviceId=23661,AGO Lights (SN 225),True
61,{'device': []},"[{'dateFrom': '2017-04-07T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CAMLIGHTS,AGOLIGHTS226,23673,http://data.oceannetworks.ca/DeviceListing?DeviceId=23673,AGO Lights (SN 226),True
62,{'device': []},"[{'dateFrom': '2018-10-18T16:15:48.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CAMLIGHTS,AGOLIGHTS227,23674,http://data.oceannetworks.ca/DeviceListing?DeviceId=23674,AGO Lights (SN 227),True
63,{'device': []},"[{'dateFrom': '2016-03-01T22:32:11.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CAMLIGHTS,AGOLIGHTS228,23820,http://data.oceannetworks.ca/DeviceListing?DeviceId=23820,AGO Lights (SN 228),True
64,{'device': []},"[{'dateFrom': '2018-10-15T20:31:54.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CAMLIGHTS,AGOLIGHTS229,23821,http://data.oceannetworks.ca/DeviceListing?DeviceId=23821,AGO Lights (SN 229),True
65,{'device': []},"[{'dateFrom': '2016-03-01T22:32:14.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CAMLIGHTS,AGOLIGHTS230,23822,http://data.oceannetworks.ca/DeviceListing?DeviceId=23822,AGO Lights (SN 230),True
66,{'device': []},"[{'dateFrom': '2016-03-15T18:11:47.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CAMLIGHTS,AGOLIGHTS231,23823,http://data.oceannetworks.ca/DeviceListing?DeviceId=23823,AGO Lights (SN 231),True
67,{'device': []},"[{'dateFrom': '2016-03-15T18:11:45.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CAMLIGHTS,AGOLIGHTS232,23824,http://data.oceannetworks.ca/DeviceListing?DeviceId=23824,AGO Lights (SN 232),True
68,{'device': []},"[{'dateFrom': '2016-03-14T22:39:44.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CAMLIGHTS,AGOLIGHTS233,23825,http://data.oceannetworks.ca/DeviceListing?DeviceId=23825,AGO Lights (SN 233),True
69,{'device': []},"[{'dateFrom': '2016-03-14T22:39:47.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CAMLIGHTS,AGOLIGHTS234,23826,http://data.oceannetworks.ca/DeviceListing?DeviceId=23826,AGO Lights (SN 234),True
70,{'device': []},"[{'dateFrom': '2017-04-07T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CAMLIGHTS,AGOLIGHTS235,23827,http://data.oceannetworks.ca/DeviceListing?DeviceId=23827,AGO Lights (SN 235),True
71,{'device': []},"[{'dateFrom': '2018-10-15T20:31:37.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CAMLIGHTS,AGOLIGHTS236,23828,http://data.oceannetworks.ca/DeviceListing?DeviceId=23828,AGO Lights (SN 236),True
72,{'device': []},[],SERVER,AIS1ARCTICONC,33619,http://data.oceannetworks.ca/DeviceListing?DeviceId=33619,Kugluktuk Drivers,True
73,{'device': []},"[{'dateFrom': '2007-02-01T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",CTD,ALECACTW-CAR0014,69,http://data.oceannetworks.ca/DeviceListing?DeviceId=69,Alec Electronics ACTW-CAR 0014,True
74,{'device': []},"[{'dateFrom': '2006-02-09T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CTD,ALECCTW0002,11,http://data.oceannetworks.ca/DeviceListing?DeviceId=11,Alec Electronics CTW 0002,True
75,{'device': []},"[{'dateFrom': '2007-02-01T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CTD,ALECCTW0003,30,http://data.oceannetworks.ca/DeviceListing?DeviceId=30,Alec Electronics CTW 0003,True
76,{'device': []},"[{'dateFrom': '2007-09-11T16:00:00.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CTD,ALECCTW0004,35,http://data.oceannetworks.ca/DeviceListing?DeviceId=35,Alec Electronics CTW 0004,True
77,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2010-02-16T18:35:34.000Z', 'dateTo': '2016-10-06T01:01:13.000Z', 'samplePeriod': 60.0, 'sampleSize': 1}, {'dateFrom': '2016-10-06T01:01:13.000Z', 'dateTo': '2016-10-06T18:05:23.000Z', 'samplePeriod': 1.0, 'sampleSize': 1}, {'dateFrom': '2016-10-06T18:05:23.000Z', 'dateTo': '2018-09-30T00:00:00.000Z', 'samplePeriod': 60.0, 'sampleSize': 1}, {'dateFrom': '2018-09-30T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO0014,22634,http://data.oceannetworks.ca/DeviceListing?DeviceId=22634,Alec Electronics Rinko-III 0014,True
78,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2012-04-13T00:00:00.000Z', 'dateTo': '2013-01-01T00:00:00.000Z', 'samplePeriod': 60.0, 'sampleSize': 1}, {'dateFrom': '2013-01-01T00:00:00.000Z', 'dateTo': '2014-06-11T00:00:00.000Z', 'samplePeriod': 1.0, 'sampleSize': 1}, {'dateFrom': '2014-06-11T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.25, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO0085,1311,http://data.oceannetworks.ca/DeviceListing?DeviceId=1311,Alec Electronics Rinko-III 0085,True
79,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}",[],OXYSENSOR,ALECRINKO0312,24326,http://data.oceannetworks.ca/DeviceListing?DeviceId=24326,Alec Electronics Rinko-III 0312,True
80,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-05-14T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO0367,33499,http://data.oceannetworks.ca/DeviceListing?DeviceId=33499,Alec Electronics Rinko-III 0367,True
81,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-03-02T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO0368,33519,http://data.oceannetworks.ca/DeviceListing?DeviceId=33519,Alec Electronics Rinko-III 0368,True
82,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2021-01-26T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO0373,32099,http://data.oceannetworks.ca/DeviceListing?DeviceId=32099,Alec Electronics Rinko-III 0373,True
83,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-05-14T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO0374,32159,http://data.oceannetworks.ca/DeviceListing?DeviceId=32159,Alec Electronics Rinko-III 0374,True
84,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-05-26T22:53:56.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO0405,48180,http://data.oceannetworks.ca/DeviceListing?DeviceId=48180,Alec Electronics Rinko-III 0405,True
85,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-07-22T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO0406,48160,http://data.oceannetworks.ca/DeviceListing?DeviceId=48160,Alec Electronics Rinko-III 0406,True
86,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-07-22T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO0407,48220,http://data.oceannetworks.ca/DeviceListing?DeviceId=48220,Alec Electronics Rinko-III 0407,True
87,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-05-14T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO0408,48141,http://data.oceannetworks.ca/DeviceListing?DeviceId=48141,Alec Electronics Rinko-III 0408,True
88,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-05-25T20:08:27.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO0409,48200,http://data.oceannetworks.ca/DeviceListing?DeviceId=48200,Alec Electronics Rinko-III 0409,True
89,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-05-14T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO0410,48140,http://data.oceannetworks.ca/DeviceListing?DeviceId=48140,Alec Electronics Rinko-III 0410,True
90,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2021-06-25T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO0431,66540,http://data.oceannetworks.ca/DeviceListing?DeviceId=66540,Alec Electronics Rinko-III 0431,True
91,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2021-11-02T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO0432,66560,http://data.oceannetworks.ca/DeviceListing?DeviceId=66560,Alec Electronics Rinko-III 0432,True
92,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2023-02-21T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO0452,79232,http://data.oceannetworks.ca/DeviceListing?DeviceId=79232,Alec Electronics Rinko-III 0452,True
93,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-01-14T00:42:50.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO177,23438,http://data.oceannetworks.ca/DeviceListing?DeviceId=23438,Alec Electronics Rinko-III 177,True
94,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-01-14T00:43:11.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO178,23439,http://data.oceannetworks.ca/DeviceListing?DeviceId=23439,Alec Electronics Rinko-III 178,True
95,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-01-14T00:43:21.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO179,23440,http://data.oceannetworks.ca/DeviceListing?DeviceId=23440,Alec Electronics Rinko-III 179,True
96,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-01-14T00:43:32.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO184,23441,http://data.oceannetworks.ca/DeviceListing?DeviceId=23441,Alec Electronics Rinko-III 184,True
97,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-01-14T00:43:46.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO185,23442,http://data.oceannetworks.ca/DeviceListing?DeviceId=23442,Alec Electronics Rinko-III 185,True
98,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-01-14T00:43:53.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO186,23443,http://data.oceannetworks.ca/DeviceListing?DeviceId=23443,Alec Electronics Rinko-III 186,True
99,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1294/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-01-14T00:43:59.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",OXYSENSOR,ALECRINKO187,23444,http://data.oceannetworks.ca/DeviceListing?DeviceId=23444,Alec Electronics Rinko-III 187,True
100,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1646/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-08-05T21:14:34.000Z', 'dateTo': None, 'samplePeriod': 0.25, 'sampleSize': 1}]",DATALOGGER,AML1RT62039,50500,http://data.oceannetworks.ca/DeviceListing?DeviceId=50500,AML-1 RT 62039,True
101,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1599/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2021-03-29T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",CTD,AML6LGRA60000,65320,http://data.oceannetworks.ca/DeviceListing?DeviceId=65320,AML-6 LGR A60000,True
102,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1599/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2021-06-24T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",CTD,AML6LGRA60001,66520,http://data.oceannetworks.ca/DeviceListing?DeviceId=66520,AML-6 LGR A60001,True
103,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1599/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2021-01-13T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",CTD,AML6LGRA60008,51540,http://data.oceannetworks.ca/DeviceListing?DeviceId=51540,AML-6 LGR A60008,True
104,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1599/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2021-01-13T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",CTD,AML6LGRA60009,52340,http://data.oceannetworks.ca/DeviceListing?DeviceId=52340,AML-6 LGR A60009,True
105,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1599/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2021-01-21T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",CTD,AML6LGRA60015,62820,http://data.oceannetworks.ca/DeviceListing?DeviceId=62820,AML-6 LGR A60015,True
106,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1599/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2021-01-13T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",CTD,AML6LGRA60016,62840,http://data.oceannetworks.ca/DeviceListing?DeviceId=62840,AML-6 LGR A60016,True
107,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1599/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2021-01-26T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",CTD,AML6LGRA60018,62860,http://data.oceannetworks.ca/DeviceListing?DeviceId=62860,AML-6 LGR A60018,True
108,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1599/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2021-01-26T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",CTD,AML6LGRA60023,62880,http://data.oceannetworks.ca/DeviceListing?DeviceId=62880,AML-6 LGR A60023,True
109,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1599/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2021-12-09T00:00:00.000Z', 'dateTo': '2022-03-06T00:00:00.000Z', 'samplePeriod': 900.0, 'sampleSize': 1}, {'dateFrom': '2022-03-06T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1200.0, 'sampleSize': 1}]",CTD,AML6LGRA60030,72080,http://data.oceannetworks.ca/DeviceListing?DeviceId=72080,AML-6 LGR A60030,True
110,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1599/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2021-12-16T00:00:00.000Z', 'dateTo': '2022-03-07T00:00:00.000Z', 'samplePeriod': 900.0, 'sampleSize': 1}, {'dateFrom': '2022-03-07T00:00:00.000Z', 'dateTo': '2022-03-22T19:20:00.000Z', 'samplePeriod': 3.0, 'sampleSize': 1}, {'dateFrom': '2022-03-22T19:20:00.000Z', 'dateTo': None, 'samplePeriod': 1200.0, 'sampleSize': 1}]",CTD,AML6LGRA60033,72100,http://data.oceannetworks.ca/DeviceListing?DeviceId=72100,AML-6 LGR A60033,True
111,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1599/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2021-12-09T00:00:00.000Z', 'dateTo': '2022-03-06T00:00:00.000Z', 'samplePeriod': 900.0, 'sampleSize': 1}, {'dateFrom': '2022-03-06T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1200.0, 'sampleSize': 1}]",CTD,AML6LGRA60038,71000,http://data.oceannetworks.ca/DeviceListing?DeviceId=71000,AML-6 LGR A60038,True
112,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1599/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2021-11-15T00:00:00.000Z', 'dateTo': '2022-03-06T00:00:00.000Z', 'samplePeriod': 900.0, 'sampleSize': 1}, {'dateFrom': '2022-03-06T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1200.0, 'sampleSize': 1}]",CTD,AML6LGRA60039,72120,http://data.oceannetworks.ca/DeviceListing?DeviceId=72120,AML-6 LGR A60039,True
113,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1599/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2023-01-24T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",CTD,AML6LGRA60093,79712,http://data.oceannetworks.ca/DeviceListing?DeviceId=79712,AML-6 LGR A60093,True
114,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1318/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2017-07-01T23:07:52.000Z', 'dateTo': None, 'samplePeriod': 1800.0, 'sampleSize': 1}]",CTD,AMLMETRECX50028,24162,http://data.oceannetworks.ca/DeviceListing?DeviceId=24162,AML CTD Metrec X 50028,True
115,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1318/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2016-11-30T02:15:09.000Z', 'dateTo': '2018-08-12T19:38:45.000Z', 'samplePeriod': 1.0, 'sampleSize': 1}, {'dateFrom': '2018-08-12T19:38:45.000Z', 'dateTo': '2018-08-16T18:44:46.000Z', 'samplePeriod': 3.0, 'sampleSize': 1}, {'dateFrom': '2018-08-16T18:44:46.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CTD,AMLMETRECX50140,23986,http://data.oceannetworks.ca/DeviceListing?DeviceId=23986,AML CTD Metrec X 50140,True
116,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1318/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-11-28T04:31:04.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CTD,AMLMETRECX50146,23500,http://data.oceannetworks.ca/DeviceListing?DeviceId=23500,AML CTD Metrec X 50146,True
117,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1318/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-11-28T04:41:27.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CTD,AMLMETRECX50147,23501,http://data.oceannetworks.ca/DeviceListing?DeviceId=23501,AML CTD Metrec X 50147,True
118,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1318/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-11-28T03:23:55.000Z', 'dateTo': '2017-11-02T12:38:06.000Z', 'samplePeriod': 1.0, 'sampleSize': 1}, {'dateFrom': '2017-11-02T12:38:06.000Z', 'dateTo': '2017-11-06T22:53:59.000Z', 'samplePeriod': 5.0, 'sampleSize': 1}, {'dateFrom': '2017-11-06T22:53:59.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CTD,AMLMETRECX50148,23502,http://data.oceannetworks.ca/DeviceListing?DeviceId=23502,AML CTD Metrec X 50148,True
119,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1318/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-11-28T04:44:40.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CTD,AMLMETRECX50149,23503,http://data.oceannetworks.ca/DeviceListing?DeviceId=23503,AML CTD Metrec X 50149,True
120,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1318/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-11-28T04:24:03.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CTD,AMLMETRECX50150,23504,http://data.oceannetworks.ca/DeviceListing?DeviceId=23504,AML CTD Metrec X 50150,True
121,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1318/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-06-22T17:10:00.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CTD,AMLMETRECX50152,47700,http://data.oceannetworks.ca/DeviceListing?DeviceId=47700,AML CTD Metrec X 50152,True
